Species,Genus,Family,Life Form,HimLL,HimUL,APLL,APUL,BHLL,BHUL,NPLL,NPUL,UKLL,UKUL,HPLL,HPUL,JKLL,JKUL 
Saussurea_hookeri,Saussurea,Asteraceae,H,4170,4570,,,4170,4570,4170,4570,4170,4570,,,,
Saussurea_jacea,Saussurea,Asteraceae,H,3300,3500,,,,,,,,,NA,NA,3300,3500
Saussurea_kingii,Saussurea,Asteraceae,H,4400,4550,,,4400,4550,,,,,,,,
Saussurea_laminamaensis,Saussurea,Asteraceae,H,3400,4900,,,4250,4900,3400,4900,,,,,,
Saussurea_leontodontoides,Saussurea,Asteraceae,H,3200,5100,,,3950,4250,3200,5100,3500,4573,3500,4573,,
Saussurea_linearifolia,Saussurea,Asteraceae,H,3300,4600,,,,,3300,4600,,,,,,
Saussurea_medusa,Saussurea,Asteraceae,H,5000,5300,,,,,5000,5300,,,,,,
Saussurea_nepalensis,Saussurea,Asteraceae,H,3200,4900,,,3650,4450,3200,4900,,,,,,
Saussurea_nimborum,Saussurea,Asteraceae,H,3050,3800,,,3050,3800,,,,,,,,
Saussurea_nishiokae,Saussurea,Asteraceae,H,4500,4900,,,4600,4600,4500,4900,,,,,,
Saussurea_obscura,Saussurea,Asteraceae,H,4900,4900,,,4900,4900,,,,,,,,
Saussurea_obvallata,Saussurea,Asteraceae,H,3500,5000,3660,4880,3660,4880,3800,4600,3500,5000,3500,4500,,
Saussurea_pachyneura,Saussurea,Asteraceae,H,3650,4900,,,3650,4880,3800,4900,,,,,,
Saussurea_pantlingiana,Saussurea,Asteraceae,H,3650,3650,,,3650,3650,,,,,,,,
Saussurea_pinnatiphylla,Saussurea,Asteraceae,H,4730,4730,,,4730,4730,,,,,,,,
Saussurea_piptathera,Saussurea,Asteraceae,H,3000,4000,,,,,3400,3700,3800,3810,3000,4000,,
Saussurea_platyphyllaria,Saussurea,Asteraceae,H,4400,4700,,,,,4400,4700,,,,,,
Saussurea_polystichoides,Saussurea,Asteraceae,H,4000,4730,,,4000,4730,4400,4400,4400,4400,,,,
Saussurea_przewalskii,Saussurea,Asteraceae,H,3960,4570,,,3960,4570,,,,,,,,
Saussurea_purpurascens,Saussurea,Asteraceae,H,4200,4200,,,4200,4200,,,,,,,,
Saussurea_roylei,Saussurea,Asteraceae,H,3000,4900,,,,,3000,4900,4000,4000,4000,4000,,
Saussurea_sericea,Saussurea,Asteraceae,H,4550,5200,,,4550,5200,,,,,,,,
Saussurea_simpsoniana,Saussurea,Asteraceae,H,3650,5600,,,3650,5400,3800,5600,4000,5000,3800,4500,,
Saussurea_spicata,Saussurea,Asteraceae,H,4000,5500,,,4570,5180,4000,5500,,,,,,
Saussurea_stella,Saussurea,Asteraceae,H,4145,4880,,,4145,4880,,,,,,,,
Saussurea_stoliczkae,Saussurea,Asteraceae,H,,,,,,,,,,,NA,NA,,
Saussurea_sudhanshui,Saussurea,Asteraceae,H,4000,5000,,,,,,,4000,5000,,,,
Saussurea_sughoo,Saussurea,Asteraceae,H,3500,4880,3500,4800,3650,4880,4800,4800,,,,,,
Saussurea_taraxacifolia,Saussurea,Asteraceae,H,3000,5600,3500,4500,3350,4880,3400,5600,3500,4000,3000,4500,,
Saussurea_tridactyla,Saussurea,Asteraceae,H,4250,5800,,,4250,5450,4500,5800,,,,,,
Saussurea_uniflora,Saussurea,Asteraceae,H,3050,4700,,,3050,4550,3700,4700,,,,,,
Saussurea_wernerioides,Saussurea,Asteraceae,H,3800,5300,,,4400,5200,3800,5300,,,,,,
Saussurea_yakla,Saussurea,Asteraceae,H,3300,5200,,,3300,5200,3500,4300,,,,,,
Saxifraga_afghanica,Saxifraga,Saxifragaceae,H,4600,4800,,,,,4600,4800,,,,,,
Saxifraga_alpigena,Saxifraga,Saxifragaceae,H,3500,4200,,,,,3500,4200,,,,,,
Saxifraga_andersonii,Saxifraga,Saxifragaceae,H,3400,5500,,,3500,4570,3400,5500,,,,,,
Saxifraga_aristulata,Saxifraga,Saxifragaceae,H,3000,5600,,,3000,5000,4200,5600,4200,5600,,,,
Saxifraga_asarifolia,Saxifraga,Saxifragaceae,H,3500,4600,,,4100,4250,3600,4600,3500,4500,,,,
Saxifraga_bergenioides,Saxifraga,Saxifragaceae,H,4000,4570,,,4000,4570,,,,,,,,
Saxifraga_brachypoda,Saxifraga,Saxifragaceae,H,3000,5000,,,3300,4570,3300,5000,3000,4500,,,,
Saxifraga_brunonis,Saxifraga,Saxifragaceae,H,2134,5600,,,3050,4880,2400,5600,2134,5500,2500,4000,,
Saxifraga_caveana,Saxifraga,Saxifragaceae,H,3050,5000,,,3050,4880,4200,5000,,,,,,
Saxifraga_cernua,Saxifraga,Saxifragaceae,H,2800,4420,,,,,,,4420,4420,2800,3500,2800,3500
Saxifraga_chumbiensis,Saxifraga,Saxifragaceae,H,3600,4600,,,3600,4600,,,,,,,,
Saxifraga_ciliata,Saxifraga,Saxifragaceae,H,2400,3500,,,,,,,,,2400,3500,,
Saxifraga_cinerea,Saxifraga,Saxifragaceae,H,2700,2700,,,,,2700,2700,,,,,,
Saxifraga_clivorum,Saxifraga,Saxifragaceae,H,3960,4570,,,3960,4570,,,,,,,,
Saxifraga_coarctata,Saxifraga,Saxifragaceae,H,4100,4900,,,4100,4720,4900,4900,,,,,,
Saxifraga_consanguinea,Saxifraga,Saxifragaceae,H,4400,5200,,,,,4400,5200,,,,,,
Saxifraga_contraria,Saxifraga,Saxifragaceae,H,3950,4500,,,3950,4400,4500,4500,,,,,,
Saxifraga_cordigera,Saxifraga,Saxifragaceae,H,4100,5100,,,4570,4570,4100,5100,,,,,,
Saxifraga_diversifolia,Saxifraga,Saxifragaceae,H,2000,4800,,,2700,3950,2400,4800,2000,4000,2000,4300,2200,4500
Saxifraga_dungbooi,Saxifraga,Saxifragaceae,H,5100,5100,,,5100,5100,,,,,,,,
Saxifraga_elliptica,Saxifraga,Saxifragaceae,H,4200,4880,,,4880,4880,4200,4300,,,,,,
Saxifraga_engleriana,Saxifraga,Saxifragaceae,H,4265,4900,,,4265,4880,4400,4900,,,,,,
Saxifraga_erinacea,Saxifraga,Saxifragaceae,H,4100,4250,,,4100,4250,,,,,,,,
Saxifraga_excellens,Saxifraga,Saxifragaceae,H,3600,4700,,,,,3600,4700,,,,,,
Saxifraga_filicaulis,Saxifraga,Saxifragaceae,H,2500,4000,,,2900,3950,2700,3800,3000,4000,2500,3500,,
Saxifraga_fimbriata,Saxifraga,Saxifragaceae,H,3506,3506,,,,,,,3506,3506,3506,3506,,
Saxifraga_flagellaris,Saxifraga,Saxifragaceae,H,3500,5182,,,,,,,3500,5182,3500,5182,4000,5200
Saxifraga_flavida,Saxifraga,Saxifragaceae,H,4400,4400,,,4400,4400,,,,,,,,
Saxifraga_georgei,Saxifraga,Saxifragaceae,H,3050,5400,,,3050,4570,3900,5400,,,,,,
Saxifraga_glabricaulis,Saxifraga,Saxifragaceae,H,4200,4600,,,4200,4600,4200,4500,,,,,,
Saxifraga_granulifera,Saxifraga,Saxifragaceae,H,3050,4300,,,3050,3800,3100,4300,3300,4000,,,,
Saxifraga_harry-smithii,Saxifraga,Saxifragaceae,H,4100,4570,,,4100,4570,,,,,,,,
Saxifraga_hemisphaerica,Saxifraga,Saxifragaceae,H,4265,5100,,,4265,4880,4500,5100,4500,5100,,,,
Saxifraga_hirculoides,Saxifraga,Saxifragaceae,H,3963,5182,,,,,4700,5000,3963,5182,,,,
Saxifraga_hirculus,Saxifraga,Saxifragaceae,H,,,,,,,,,NA,NA,NA,NA,,
Saxifraga_hispidula,Saxifraga,Saxifragaceae,H,3300,4570,,,3300,4570,3300,4500,3500,3500,,,,
Saxifraga_hookeri,Saxifraga,Saxifragaceae,H,3000,4500,3000,4500,3200,4100,3000,4500,,,,,,
Saxifraga_hypostoma,Saxifraga,Saxifragaceae,H,4300,5200,,,,,4300,5200,,,,,,
Saxifraga_inconspicua,Saxifraga,Saxifragaceae,H,4265,5000,,,4265,5000,,,,,,,,
Saxifraga_jacquemontiana,Saxifraga,Saxifragaceae,H,3000,6000,,,4100,4880,4800,5200,3963,6000,3000,4000,4100,6000
Saxifraga_kashmeriana,Saxifraga,Saxifragaceae,H,,,,,,,,,,,,,NA,NA
Saxifraga_kinchingingae,Saxifraga,Saxifragaceae,H,4100,4100,,,4100,4100,,,,,,,,
Saxifraga_kingiana,Saxifraga,Saxifragaceae,H,3300,4570,,,3960,4570,3300,4200,,,,,,
Saxifraga_kumaunensis,Saxifraga,Saxifragaceae,H,4000,4800,,,,,4000,4800,4000,4800,,,,
Saxifraga_latiflora,Saxifraga,Saxifragaceae,H,4265,4880,,,4265,4880,4265,4880,,,,,,
Saxifraga_lepida,Saxifraga,Saxifragaceae,H,3200,4420,,,3650,4420,3200,4000,,,,,,
Saxifraga_lilacina,Saxifraga,Saxifragaceae,H,,,,,,,,,NA,NA,,,,
Saxifraga_llonakhensis,Saxifraga,Saxifragaceae,H,4200,5200,,,4265,4265,4200,5200,,,,,,
Saxifraga_lowndesii,Saxifraga,Saxifragaceae,H,3800,4100,,,,,3800,4100,,,,,,
Saxifraga_lychnitis,Saxifraga,Saxifragaceae,H,4265,5600,,,4265,4880,4400,5600,4420,4420,4420,4420,,
Saxifraga_melanocentra,Saxifraga,Saxifragaceae,H,3600,5600,,,3900,4600,3600,5600,3600,5600,3600,5600,,
Saxifraga_micans,Saxifraga,Saxifragaceae,H,3700,3700,,,,,3700,3700,,,,,,
Saxifraga_microphylla,Saxifraga,Saxifragaceae,H,3900,5600,,,4400,4400,3900,5600,4420,4420,,,,
Saxifraga_mira,Saxifraga,Saxifragaceae,H,4300,4300,,,,,4300,4300,,,,,,
Saxifraga_montana,Saxifraga,Saxifragaceae,H,4100,5000,,,4100,4900,4100,5000,,,,,,
Saxifraga_montanella,Saxifraga,Saxifragaceae,H,4100,4600,,,NA,NA,4100,4600,,,,,,
Saxifraga_moorcroftiana,Saxifraga,Saxifragaceae,H,2400,4900,,,4100,4400,2400,4900,2400,4900,3000,4200,3200,3600
Saxifraga_mucronulata,Saxifraga,Saxifragaceae,H,2300,5200,,,2300,5200,3800,4800,3800,5000,,,3500,5000
Saxifraga_mucronulatoides,Saxifraga,Saxifragaceae,H,4200,4400,,,NA,NA,4200,4400,,,,,,
Saxifraga_nakaoi,Saxifraga,Saxifragaceae,H,3500,5000,,,,,3500,5000,3500,5000,,,,
Saxifraga_namdoensis,Saxifraga,Saxifragaceae,H,4500,4500,,,,,4500,4500,,,,,,
Saxifraga_nanella,Saxifraga,Saxifragaceae,H,4500,5000,,,,,4500,5000,,,,,,
Saxifraga_neopropagulifera,Saxifraga,Saxifragaceae,H,4265,5600,,,4265,4730,4500,5600,,,,,,
Saxifraga_nigroglandulifera,Saxifraga,Saxifragaceae,H,4200,4900,,,NA,NA,4200,4900,,,NA,NA,,
Saxifraga_odontophylla,Saxifraga,Saxifragaceae,H,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,
Saxifraga_pallida,Saxifraga,Saxifragaceae,H,3000,4800,3200,4800,3050,4250,3200,4800,3500,4500,3000,4000,,
Saxifraga_palpebrata,Saxifraga,Saxifragaceae,H,3658,4400,,,,,4200,4400,3658,3658,,,,
Saxifraga_parnassifolia,Saxifraga,Saxifragaceae,H,1900,5500,,,3050,3800,1900,4900,2500,5500,2200,2600,,
Saxifraga_parva,Saxifraga,Saxifragaceae,H,5000,5000,,,NA,NA,5000,5000,,,,,,
Saxifraga_perpusilla,Saxifraga,Saxifragaceae,H,4700,5600,,,4880,5300,4700,5600,,,,,,
Saxifraga_petrophila,Saxifraga,Saxifragaceae,H,3800,3800,,,3800,3800,,,,,,,,
Saxifraga_pilifera,Saxifraga,Saxifragaceae,H,4265,4880,,,4265,4880,4800,4800,,,,,,
Saxifraga_poluniniana,Saxifraga,Saxifragaceae,H,3300,3500,,,,,3300,3500,3300,3500,,,,
Saxifraga_pulvinaria,Saxifraga,Saxifragaceae,H,3500,5800,,,4100,4570,3800,5800,3500,4000,3500,4000,,
Saxifraga_punctulata,Saxifraga,Saxifragaceae,H,4600,5800,,,4600,4900,4900,5800,,,,,,
Saxifraga_ramulosa,Saxifraga,Saxifragaceae,H,2591,4725,,,,,NA,NA,2591,4725,,,,
Saxifraga_rhodopetala,Saxifraga,Saxifragaceae,H,3900,4560,,,,,3900,4560,,,,,,
Saxifraga_rolwalingensis,Saxifraga,Saxifragaceae,H,4200,4300,,,,,4200,4300,,,,,,
Saxifraga_roylei,Saxifraga,Saxifragaceae,H,3300,3800,,,NA,NA,3300,3800,3300,3800,,,,
Saxifraga_rubriflora,Saxifraga,Saxifragaceae,H,4700,4700,,,4700,4700,,,,,,,,
Saxifraga_saginoides,Saxifraga,Saxifragaceae,H,3500,5200,,,4265,5180,4200,5200,3500,4500,,,,
Saxifraga_saxorum,Saxifraga,Saxifragaceae,H,3900,4260,,,3900,4260,,,,,,,,
Saxifraga_serrula,Saxifraga,Saxifragaceae,H,2800,3500,,,3050,3050,2800,3500,,,,,,
Saxifraga_sherriffii,Saxifraga,Saxifragaceae,H,3800,3800,,,3800,3800,,,,,,,,
Saxifraga_sibirica,Saxifraga,Saxifragaceae,H,3000,5000,,,NA,NA,4100,5000,3500,4420,3000,4500,3100,4200
Saxifraga_sikkimensis,Saxifraga,Saxifragaceae,H,3600,5200,,,3650,4400,3600,5200,,,,,,
Saxifraga_sphaeradena,Saxifraga,Saxifragaceae,H,2300,5000,,,4200,4200,2300,5000,,,,,,
Saxifraga_staintonii,Saxifraga,Saxifragaceae,H,4900,4900,,,,,4900,4900,,,,,,
Saxifraga_stella-aurea,Saxifraga,Saxifragaceae,H,3950,4570,,,3950,4570,4000,4500,,,NA,NA,,
Saxifraga_stenophylla,Saxifraga,Saxifragaceae,H,3300,5700,,,,,4500,5700,4500,5500,3300,4000,4100,5500
Saxifraga_stolitzkae,Saxifraga,Saxifragaceae,H,3000,4300,,,3650,3650,3000,4300,3000,4300,,,,
Saxifraga_strigosa,Saxifraga,Saxifragaceae,H,1750,4200,,,1750,3200,2100,4200,2100,4200,,,,
Saxifraga_subsessiliflora,Saxifraga,Saxifragaceae,H,3050,4570,,,3050,4570,,,,,,,,
Saxifraga_subspathulata,Saxifraga,Saxifragaceae,H,4880,4880,,,4880,4880,,,NA,NA,,,,
Saxifraga_tangutica,Saxifraga,Saxifragaceae,H,4400,5100,,,4400,4880,5100,5100,,,,,,
Saxifraga_tentaculata,Saxifraga,Saxifragaceae,H,4400,4880,,,4570,4880,4400,4600,,,,,,
Saxifraga_thiantha,Saxifraga,Saxifragaceae,H,4000,4570,,,4000,4570,,,,,,,,
Saxifraga_tsangchanensis,Saxifraga,Saxifragaceae,H,3800,4600,,,3800,4600,,,,,,,,
Saxifraga_umbellulata,Saxifraga,Saxifragaceae,H,3650,5300,,,3650,5300,3700,3700,,,,,,
Saxifraga_vacillans,Saxifraga,Saxifragaceae,H,4100,4100,,,4100,4100,,,,,,,,
Saxifraga_viscidula,Saxifraga,Saxifragaceae,H,4100,4100,,,4100,4100,,,,,,,,
Saxifraga_wallichiana,Saxifraga,Saxifragaceae,H,3500,5000,,,,,4100,5000,3500,4000,,,,
Saxifraga_wardii,Saxifraga,Saxifragaceae,H,4265,4265,,,4265,4265,,,,,,,,
Saxifraga_williamsii,Saxifraga,Saxifragaceae,H,4000,4800,,,,,4000,4800,,,,,,
Saxifraga_zimmermannii,Saxifraga,Saxifragaceae,H,4100,4100,,,,,4100,4100,,,,,,
Scabiosa_candolleana,Scabiosa,Caprifoliaceae,H,1219,1981,,,,,,,1219,1981,,,,
Scandix_pecten-veneris,Scandix,Apiaceae,H,100,2000,,,,,,,,,1200,1800,400,2000
Schefflera_clarkeana,Schefflera,Araliaceae,WC,800,2000,800,2000,,,,,,,,,,
Schefflera_elata,Schefflera,Araliaceae,T,1500,2200,1500,2200,1500,2200,1800,2100,1800,2100,,,,
Schefflera_leucantha,Schefflera,Araliaceae,S,1150,1150,,,1150,1150,,,,,,,,
Schefflera_pubigera,Schefflera,Araliaceae,WC,900,1675,,,900,1675,,,,,,,,
Schefflera_pueckleri,Schefflera,Araliaceae,WC,,,NA,NA,,,,,,,,,,
Schefflera_rhododendrifolia,Schefflera,Araliaceae,T,1500,3658,1500,3400,1500,3400,2000,3400,2134,3658,,,,
Schefflera_roxburghii,Schefflera,Araliaceae,WC,100,1900,,,100,1900,,,,,,,,
Schefflera_venulosa,Schefflera,Araliaceae,WC,100,2000,800,1500,1000,2000,100,1800,300,2000,400,2000,,
Schefflera_wallichiana,Schefflera,Araliaceae,T,1500,2000,1500,2000,,,,,,,,,,
Schima_khasiana,Schima,Theaceae,T,1900,3000,,,1900,3000,,,,,,,,
Schima_wallichii,Schima,Theaceae,T,100,2100,100,2000,100,2000,900,2100,,,,,,
Schisandra_elongata,Schisandra,Schisandraceae,WC,1800,1800,,,1800,1800,,,,,,,,
Schisandra_grandiflora,Schisandra,Schisandraceae,WC,1600,4100,2800,3200,2100,4100,2100,3300,1600,3500,2000,3600,,
Schisandra_neglecta,Schisandra,Schisandraceae,WC,1300,3200,1300,1600,2000,3200,1800,3000,,,,,,
Schisandra_plena,Schisandra,Schisandraceae,WC,600,1500,600,1500,,,,,,,,,,
Schisandra_propinqua,Schisandra,Schisandraceae,WC,1219,3000,1300,3000,1300,3000,1600,2100,1219,2000,,,,
Schisandra_rubriflora,Schisandra,Schisandraceae,WC,1800,2600,1800,2600,,,,,,,,,,
Schizachyrium_brevifolium,Schizachyrium,Poaceae,H,100,2700,,,750,2700,700,1800,700,1800,,,,
Schizachyrium_delavayi,Schizachyrium,Poaceae,H,1000,2900,1000,2500,1920,2900,2400,2600,,,,,,
Schizachyrium_impressum,Schizachyrium,Poaceae,H,,,,,,,,,,,,,NA,NA
Schizopepon_bicirrhosa,Schizopepon,Cucurbitaceae,HC,2285,2285,,,2285,2285,,,,,,,,
Schizopepon_longipes,Schizopepon,Cucurbitaceae,HC,1980,3000,,,1980,3000,,,,,,,,
Schizostachyum_arunachalensis,Schizostachyum,Poaceae,H,300,700,300,700,,,,,,,,,,
Schizostachyum_dullooa,Schizostachyum,Poaceae,S,700,700,700,700,700,700,,,,,,,,
Schizostachyum_latifolium,Schizostachyum,Poaceae,H,2000,2500,2000,2500,,,,,,,,,,
Schleichera_oleosa,Schleichera,Sapindaceae,T,100,2500,,,NA,NA,100,300,300,1200,1500,2500,1500,1500
Schleichera_trijuga,Schleichera,Sapindaceae,T,304,914,,,,,,,304,914,,,,
Schoenoplectiella_articulata,Schoenoplectiella,Cyperaceae,H,100,100,,,100,300,100,300,300,400,,,,
Schoenoplectiella_juncoides,Schoenoplectiella,Cyperaceae,H,100,2700,100,2000,100,2500,1500,2700,1500,2700,1000,1500,400,1800
Schoenoplectiella_lateriflora,Schoenoplectiella,Cyperaceae,H,100,100,,,100,300,100,300,300,400,,,,
Schoenoplectiella_mucronata,Schoenoplectiella,Cyperaceae,H,100,2740,100,1500,100,2740,700,2000,300,1500,400,1500,400,1500
Schoenoplectiella_praelongata,Schoenoplectiella,Cyperaceae,H,100,,,,,,,,300,400,,,,
Schoenoplectiella_roylei,Schoenoplectiella,Cyperaceae,H,400,1500,,,,,,,400,1500,400,1500,400,1500
Schoenoplectiella_supina,Schoenoplectiella,Cyperaceae,H,400,800,,,,,,,NA,NA,,,400,800
Schoenoplectus_fuscorubens,Schoenoplectus,Cyperaceae,H,1600,3200,,,2700,2870,1600,3200,,,,,,
Schoenoplectus_lacustris,Schoenoplectus,Cyperaceae,H,100,,,,,,,,300,400,400,400,,
Schoenoplectus_litoralis,Schoenoplectus,Cyperaceae,H,100,100,,,,,,,300,400,,,,
Schoenoplectus_tabernaemontani,Schoenoplectus,Cyperaceae,H,2500,3700,,,,,2500,3700,,,,,,
Schoenoplectus_triqueter,Schoenoplectus,Cyperaceae,H,2300,2300,,,2300,2300,,,NA,NA,,,,
Schoenorchis_fragrans,Schoenorchis,Orchidaceae,H,100,1000,,,100,1000,,,,,,,,
Schoenorchis_gemmata,Schoenorchis,Orchidaceae,E,800,2000,800,2000,830,1200,1400,1800,,,,,,
Schoepfia_fragrans,Schoepfia,Schoepfiaceae,T,300,1800,300,800,450,450,1400,1800,,,,,,
Schoepfia_griffithii,Schoepfia,Schoepfiaceae,T,1700,2200,1700,2200,1700,2200,,,,,,,,
Schoepfia_jasminodora,Schoepfia,Schoepfiaceae,T,100,1000,100,1000,,,,,,,,,,
Schrebera_swietenioides,Schrebera,Oleaceae,T,100,762,,,,,,,300,762,,,,
Schulzia_bhutanica,Schulzia,Apiaceae,H,3850,4100,,,3850,4100,,,,,,,,
Schulzia_dissecta,Schulzia,Apiaceae,H,3650,4900,,,3650,4900,4000,4200,,,,,,
Schulzia_garhwalica,Schulzia,Apiaceae,H,,,,,,,,,NA,NA,,,,
Schumannianthus_dichotomus,Schumannianthus,Marantaceae,S,,,,,NA,NA,,,,,,,,
Scindapsus_officinalis,Scindapsus,Araceae,H,100,1700,100,1000,100,1000,100,300,300,914,400,1700,,
Scirpus_rosthornii,Scirpus,Cyperaceae,H,1500,1500,NA,NA,,,1500,1500,,,,,,
Scirpus_ternatanus,Scirpus,Cyperaceae,H,300,2350,600,1200,300,2350,,,400,1500,,,,
Scirpus_wichurai,Scirpus,Cyperaceae,H,1520,3660,1520,3660,1520,3660,,,,,,,,
Scleria_benthamii,Scleria,Cyperaceae,H,1200,1200,,,1200,1200,,,,,,,,
Scleria_biflora,Scleria,Cyperaceae,H,100,800,,,NA,NA,800,800,800,800,,,,
Scleria_lithosperma,Scleria,Cyperaceae,H,100,1000,,,100,1000,,,NA,NA,,,,
Scleria_oblata,Scleria,Cyperaceae,H,100,1900,100,700,100,760,100,1900,300,1500,,,,
Scleria_parvula,Scleria,Cyperaceae,H,100,2870,,,700,2870,700,2870,700,2870,,,,
Scleria_pergracilis,Scleria,Cyperaceae,H,100,100,,,,,100,300,300,400,,,,
Scleria_rugosa,Scleria,Cyperaceae,H,100,100,,,100,300,,,,,,,,
Scleria_terrestris,Scleria,Cyperaceae,H,100,1700,100,1700,100,1520,100,1520,300,1520,,,,
Scolopia_crenata,Scolopia,Salicaceae,T,100,800,,,,,800,800,,,,,,
Scorzonera_bupleuroides,Scorzonera,Asteraceae,H,,,,,,,NA,NA,,,,,,
Scorzonera_virgata,Scorzonera,Asteraceae,H,2900,3045,,,,,,,,,NA,NA,2900,3045
Scrophularia_bheriensis,Scrophularia,Scrophulariaceae,H,1800,2400,,,,,1800,2400,,,,,,
Scrophularia_calycina,Scrophularia,Scrophulariaceae,H,2800,4000,,,,,3800,3800,3000,4000,2800,3500,2800,3500
Scrophularia_cooperi,Scrophularia,Scrophulariaceae,H,2135,2440,,,2135,2440,,,,,,,,
Scrophularia_decomposita,Scrophularia,Scrophulariaceae,H,1500,3500,,,,,1500,3200,1500,3200,2500,3500,2900,3300
Scrophularia_dentata,Scrophularia,Scrophulariaceae,H,,,,,,,,,NA,NA,NA,NA,NA,NA
Scrophularia_edgeworthii,Scrophularia,Scrophulariaceae,H,2000,3000,,,,,,,2500,3000,2000,2500,,
Scrophularia_elatior,Scrophularia,Scrophulariaceae,H,1600,3800,1600,2200,1600,3050,1600,3800,1600,3800,,,,
Scrophularia_exserta,Scrophularia,Scrophulariaceae,H,,,,,,,,,,,,,NA,NA
Scrophularia_himalensis,Scrophularia,Scrophulariaceae,H,600,3300,,,2000,2000,,,1500,2500,600,3300,,
Scrophularia_koelzii,Scrophularia,Scrophulariaceae,H,1800,2300,,,,,NA,NA,NA,NA,NA,NA,1800,2300
Scrophularia_laportifolia,Scrophularia,Scrophulariaceae,H,2700,2900,,,,,2700,2900,,,,,,
Scrophularia_obtusa,Scrophularia,Scrophulariaceae,H,,,,,,,,,NA,NA,,,,
Scrophularia_pauciflora,Scrophularia,Scrophulariaceae,H,1200,4270,1200,1800,3200,4270,2500,4100,,,,,,
Scrophularia_polyantha,Scrophularia,Scrophulariaceae,H,1700,1900,,,,,,,NA,NA,NA,NA,1700,1900
Scrophularia_przewalskii,Scrophularia,Scrophulariaceae,H,4600,4600,,,4600,4600,,,,,,,,
Scrophularia_robusta,Scrophularia,Scrophulariaceae,H,2400,2400,,,,,,,,,,,2400,2400
Scrophularia_scabiosifolia,Scrophularia,Scrophulariaceae,H,3000,4000,,,,,,,,,3000,4000,3000,4000
Scrophularia_subsessilis,Scrophularia,Scrophulariaceae,H,3500,3500,,,3500,3500,,,,,,,,
Scrophularia_suffruticosa,Scrophularia,Scrophulariaceae,H,,,,,,,,,,,NA,NA,,
Scrophularia_urticifolia,Scrophularia,Scrophulariaceae,H,1500,3350,1500,2000,1800,3350,1800,2800,,,,,,
Scurrula_elata,Scurrula,Loranthaceae,S,1000,3200,1000,2000,1600,3200,1600,2700,1524,3048,1500,3000,,
Scurrula_ferruginea,Scurrula,Loranthaceae,S,,,NA,NA,,,,,,,,,,
Scurrula_parasitica,Scurrula,Loranthaceae,S,100,2400,1000,2000,100,2400,100,2200,300,2200,,,,
Scurrula_pulverulenta,Scurrula,Loranthaceae,S,100,2000,100,1400,1300,1500,100,1400,1600,1600,400,2000,400,2000
Scutellaria_assamica,Scutellaria,Lamiaceae,H,,,NA,NA,,,,,,,,,,
Scutellaria_barbata,Scutellaria,Lamiaceae,H,1300,1500,NA,NA,,,1300,1500,,,,,,
Scutellaria_discolor,Scutellaria,Lamiaceae,H,100,2440,1800,2200,100,2440,700,2400,1400,2200,1400,2200,,
Scutellaria_grossa,Scutellaria,Lamiaceae,H,1200,3100,2130,2700,2130,2700,2100,3100,2000,2500,1200,2500,3000,3000
Scutellaria_linearis,Scutellaria,Lamiaceae,H,1200,2700,,,,,,,1500,1500,1200,1700,2000,2700
Scutellaria_prostrata,Scutellaria,Lamiaceae,H,2400,5000,,,,,2400,4500,3000,5000,3000,5000,2700,5000
Scutellaria_repens,Scutellaria,Lamiaceae,H,100,2100,NA,NA,,,600,2100,600,1524,700,2000,700,2000
Scutellaria_scandens,Scutellaria,Lamiaceae,H,800,2600,,,,,1200,2400,800,2500,1000,2600,1000,2200
Scutellaria_violacea,Scutellaria,Lamiaceae,H,1000,3200,1000,3200,1000,3200,1400,1800,,,,,,
Sebaea_microphylla,Sebaea,Gentianaceae,H,100,2000,1500,2000,1200,1200,1200,1200,1800,2000,,,,
Securidaca_inappendiculata,Securidaca,Polygalaceae,WC,100,500,NA,NA,,,100,500,,,,,,
Sedum_amabile,Sedum,Crassulaceae,H,2300,3900,,,2740,3800,2300,3900,,,,,,
Sedum_candolleanum,Sedum,Crassulaceae,H,,,,,,,,,,,NA,NA,,
Sedum_chauveaudii,Sedum,Crassulaceae,H,2900,2900,,,,,2900,2900,,,,,,
Sedum_correptum,Sedum,Crassulaceae,H,3500,3500,,,3500,3500,,,,,,,,
Sedum_duthiei,Sedum,Crassulaceae,H,,,,,,,,,NA,NA,,,,
Sedum_filipes,Sedum,Crassulaceae,H,2000,2400,2000,2400,2000,2400,2400,2400,,,,,,
Sedum_fischeri,Sedum,Crassulaceae,H,3350,4880,,,3350,4880,,,,,,,,
Sedum_gagei,Sedum,Crassulaceae,H,3900,5000,,,3950,5000,3900,4500,3900,4500,,,,
Sedum_henrici-roberti,Sedum,Crassulaceae,H,4300,4700,,,NA,NA,4300,4700,,,,,,
Sedum_holei,Sedum,Crassulaceae,H,2850,3900,NA,NA,,,2850,3900,2850,3900,,,,
Sedum_ludlowii,Sedum,Crassulaceae,H,4570,4900,,,4570,4900,,,,,,,,
Sedum_magae,Sedum,Crassulaceae,H,3900,4500,,,,,3900,4500,3900,4500,,,,
Sedum_multicaule,Sedum,Crassulaceae,H,1200,4500,1500,3200,1300,3500,1500,3200,1200,4500,1500,3500,1500,3000
